Dc_Dist,Psa,Dispatch_Date_Time,Dispatch_Date,Dispatch_Time,Hour,Dc_Key,Location_Block,UCR_General,Text_General_Code,Police_Districts,Month,Lon,Lat,Zipcode
15,1,6/10/2015 19:05,6/10/2015,19:05:00,19,2.02E+11,5200 BLOCK FRANKFORD AV,600,Thefts,11,2015-06,-75.076884,40.023184,19124
3,2,9/6/2015 2:22,9/6/2015,2:22:00,2,2.02E+11,2000 BLOCK S WATER ST,2100,Driving Under The Influence,3,2015-09,-75.147253,39.922663,19148
39,1,12/3/2015 0:56,12/3/2015,0:56:00,0,2.02E+11,5100 BLOCK WISSAHICKON AVE,1400,Vandalism/Criminal Mischief,21,2015-12,-75.174982,40.019977,19144
15,1,5/8/2015 6:09,5/8/2015,6:09:00,6,2.02E+11,4300 BLOCK E THOMPSON ST,700,Recovered Stolen Motor Vehicle,11,2015-05,-75.077387,39.998152,19137
15,2,12/29/2015 14:43,12/29/2015,14:43:00,14,2.02E+11,TORRESDALE AV / ROBBINS ST,600,Thefts,11,2015-12,-75.053728,40.020522,19135
1,1,2/12/2015 23:42,2/12/2015,23:42:00,23,2.02E+11,2300 BLOCK S 22ND ST,700,Recovered Stolen Motor Vehicle,1,2015-02,-75.183355,39.923573,19145
24,2,3/20/2015 13:55,3/20/2015,13:55:00,13,2.02E+11,400 BLOCK E CAMBRIA ST,1800,Narcotic / Drug Law Violations,17,2015-03,-75.124171,39.993149,19134
1,2,2/3/2015 13:08,2/3/2015,13:08:00,13,2.02E+11,2100 BLOCK KITTY HAWK AV BROAD ST,600,Thefts,1,2015-02,-75.186581,39.889289,19112
6,2,7/1/2015 10:05,7/1/2015,10:05:00,10,2.02E+11,0 BLOCK N 12TH ST,600,Thefts,5,2015-07,-75.159664,39.952945,19107
17,1,10/6/2015 11:46,10/6/2015,11:46:00,11,2.02E+11,1500 BLOCK SOUTH ST,700,Thefts,13,2015-10,-75.16724,39.943822,19146
14,1,1/9/2015 18:37,1/9/2015,18:37:00,18,2.02E+11,1200 BLOCK E STAFFORD ST,1400,Vandalism/Criminal Mischief,10,2015-01,-75.159173,40.052041,19138
19,2,11/16/2015 19:23,11/16/2015,19:23:00,19,2.02E+11,5500 BLOCK LANSDOWNE AVE,1400,Vandalism/Criminal Mischief,15,2015-11,-75.231807,39.976817,19131
25,1,4/26/2015 14:51,4/26/2015,14:51:00,14,2.02E+11,4000 BLOCK N MARSHALL ST,1400,Vandalism/Criminal Mischief,18,2015-04,-75.138523,40.012703,19140
7,3,4/2/2015 12:54,4/2/2015,12:54:00,12,2.02E+11,700 BLOCK SANFORD ST,1100,Fraud,6,2015-04,-75.028459,40.108984,19116
22,4,6/20/2015 3:41,6/20/2015,3:41:00,3,2.02E+11,1700 BLOCK N 23RD ST,600,Thefts,16,2015-06,-75.172552,39.980641,19121
9,3,11/12/2015 7:34,11/12/2015,7:34:00,7,2.02E+11,1500 BLOCK FAIRMOUNT AV,600,Thefts,8,2015-11,-75.162177,39.967055,19130
26,3,11/10/2015 20:41,11/10/2015,20:41:00,20,2.02E+11,2400 BLOCK ARAMINGO AV,600,Thefts,19,2015-11,-75.120542,39.975607,19125
15,2,12/17/2015 12:27,12/17/2015,12:27:00,12,2.02E+11,6300 BLOCK TORRESDALE AVE 1,600,Thefts,11,2015-12,-75.051804,40.021479,19135
35,2,11/20/2015 14:39,11/20/2015,14:39:00,14,2.02E+11,600 BLOCK E OLNEY AVE,600,Thefts,20,2015-11,-75.113505,40.032683,19120
35,2,5/30/2015 9:41,5/30/2015,9:41:00,9,2.02E+11,4800 BLOCK N CARLISLE ST,1400,Vandalism/Criminal Mischief,20,2015-05,-75.148388,40.026584,19141
26,2,10/9/2015 15:10,10/9/2015,15:10:00,15,2.02E+11,900 BLOCK NEW MARKET ST,600,Thefts,19,2015-10,-75.138948,39.964457,19123
39,2,9/5/2015 16:59,9/5/2015,16:59:00,17,2.02E+11,3700 BLOCK GERMANTOWN AVE,600,Thefts,18,2015-09,-75.151093,40.009944,19140
22,4,1/30/2015 10:52,1/30/2015,10:52:00,10,2.02E+11,2900 BLOCK W OXFORD ST,300,Robbery,16,2015-01,-75.183834,39.980551,19121
35,2,4/6/2015 16:57,4/6/2015,16:57:00,16,2.02E+11,1200 BLOCK W COURTLAND ST,600,Thefts,20,2015-04,-75.144524,40.022455,19140
24,3,8/8/2015 0:16,8/8/2015,0:16:00,0,2.02E+11,3400 BLOCK CORAL ST,500,Burglary,17,2015-08,-75.105195,39.995159,19134
39,2,12/12/2015 4:19,12/12/2015,4:19:00,4,2.02E+11,3900 BLOCK PRISCILLA ST,1400,Vandalism/Criminal Mischief,21,2015-12,-75.15895,40.013594,19140
1,1,2/3/2015 9:49,2/3/2015,9:49:00,9,2.02E+11,1900 BLOCK S NEWKIRK ST,700,Recovered Stolen Motor Vehicle,1,2015-02,-75.192903,39.929843,19145
39,2,1/28/2015 15:38,1/28/2015,15:38:00,15,2.02E+11,3200 BLOCK N BROAD ST,600,Thefts,21,2015-01,-75.152677,40.002902,19140
14,1,1/9/2015 15:48,1/9/2015,15:48:00,15,2.02E+11,300 BLOCK VERNON RD,500,Burglary,10,2015-01,-75.181494,40.056483,19119
26,3,9/12/2015 12:46,9/12/2015,12:46:00,12,2.02E+11,2300 BLOCK E LEHIGH AV,600,Thefts,19,2015-09,-75.118546,39.982784,19125
15,3,2/24/2015 14:20,2/24/2015,14:20:00,14,2.02E+11,4400 BLOCK OAKMONT ST,500,Burglary,11,2015-02,-75.032762,40.035537,19136
19,3,6/27/2015 11:55,6/27/2015,11:55:00,11,2.02E+11,S CONCOURSE DR / BELMONT AV,600,Thefts,15,2015-06,-75.213709,39.97863,19131
18,2,10/23/2015 12:17,10/23/2015,12:17:00,12,2.02E+11,5100 BLOCK IRVING ST,900,Arson,14,2015-10,-75.225417,39.955212,19139
15,3,5/18/2015 13:12,5/18/2015,13:12:00,13,2.02E+11,4600 BLOCK VISTA ST,600,Thefts,11,2015-05,-75.031889,40.03262,19136
7,1,1/19/2015 19:11,1/19/2015,19:11:00,19,2.02E+11,8500 BLOCK FRONTENAC ST,1400,Vandalism/Criminal Mischief,6,2015-01,-75.050955,40.073075,19152
15,1,10/7/2015 9:04,10/7/2015,9:04:00,9,2.02E+11,900 BLOCK HERBERT ST,500,Burglary,11,2015-10,-75.09388,40.023561,19124
22,1,4/23/2015 10:31,4/23/2015,10:31:00,10,2.02E+11,1900 BLOCK FONTAIN ST,1400,Vandalism/Criminal Mischief,16,2015-04,-75.164722,39.98508,19121
3,1,8/16/2015 2:05,8/16/2015,2:05:00,2,2.02E+11,300 BLOCK SOUTH ST,2100,Driving Under The Influence,3,2015-08,-75.14763,39.941392,19147
5,2,9/20/2015 19:53,9/20/2015,19:53:00,19,2.02E+11,6900 BLOCK MANTI ST,600,Thefts,4,2015-09,-75.233129,40.039883,19128
12,3,1/8/2015 18:38,1/8/2015,18:38:00,18,2.02E+11,2500 BLOCK S 66TH ST,200,Rape,9,2015-01,-75.230791,39.920621,19142
24,1,4/3/2015 10:17,4/3/2015,10:17:00,10,2.02E+11,3800 BLOCK KENSINGTON AVE,500,Burglary,17,2015-04,-75.097394,40.005231,19124
6,3,4/1/2015 18:13,4/1/2015,18:13:00,18,2.02E+11,1300 BLOCK LOCUST ST,1400,Vandalism/Criminal Mischief,5,2015-04,-75.1636,39.948142,19107
7,1,7/18/2015 11:31,7/18/2015,11:31:00,11,2.02E+11,8500 BLOCK AGUSTA ST,600,Thefts,6,2015-07,-75.051894,40.073515,19152
3,2,4/24/2015 19:18,4/24/2015,19:18:00,19,2.02E+11,300 BLOCK WHARTON ST,1100,Fraud,3,2015-04,-75.150997,39.932017,19147
25,2,12/16/2015 20:19,12/16/2015,20:19:00,20,2.02E+11,100 BLOCK W ROCKLAND ST,300,Robbery,18,2015-12,-75.123717,40.024578,19120
18,3,12/21/2015 6:54,12/21/2015,6:54:00,6,2.02E+11,4600 BLOCK WOODLAND AVE,500,Burglary,14,2015-12,-75.210397,39.943797,19143
35,1,6/22/2015 11:41,6/22/2015,11:41:00,11,2.02E+11,100 BLOCK E GODFREY AVE,200,Rape,20,2015-06,-75.116043,40.044036,19120
35,1,11/22/2015 15:53,11/22/2015,15:53:00,15,2.02E+11,100 BLOCK E OLNEY AVE,600,Thefts,20,2015-11,-75.120168,40.040934,19120
26,3,10/3/2015 13:26,10/3/2015,13:26:00,13,2.02E+11,1700 BLOCK TULIP ST,600,Thefts,19,2015-10,-75.131076,39.975218,19125
3,1,7/21/2015 11:43,7/21/2015,11:43:00,11,2.02E+11,500 BLOCK KAUFFMAN ST,700,Recovered Stolen Motor Vehicle,3,2015-07,-75.15222,39.938272,19147
18,2,8/15/2015 9:17,8/15/2015,9:17:00,9,2.02E+11,5400 BLOCK CATHARINE ST,1400,Vandalism/Criminal Mischief,14,2015-08,-75.231994,39.949537,19143
39,1,8/4/2015 16:40,8/4/2015,16:40:00,16,2.02E+11,5300 BLOCK WISSAHICKON AV,600,Thefts,21,2015-08,-75.179018,40.023388,19144
24,1,6/16/2015 17:41,6/16/2015,17:41:00,17,2.02E+11,3500 BLOCK KENSINGTON AVE,300,Robbery,17,2015-06,-75.106447,40.000383,19134
3,2,6/22/2015 10:22,6/22/2015,10:22:00,10,2.02E+11,2500 BLOCK S 03RD ST,500,Burglary,3,2015-06,-75.152662,39.917028,19148
22,3,9/23/2015 18:18,9/23/2015,18:18:00,18,2.02E+11,N BROAD ST / W GIRARD AVE,600,Thefts,16,2015-09,-75.159444,39.971476,19121
5,1,8/7/2015 16:26,8/7/2015,16:26:00,16,2.02E+11,4300 BLOCK CRESSON ST,600,Thefts,4,2015-08,-75.22147,40.025407,19127
25,3,7/9/2015 22:23,7/9/2015,22:23:00,22,2.02E+11,500 BLOCK E ERIE AVE,2100,Driving Under The Influence,18,2015-07,-75.119137,40.006625,19134
24,3,3/7/2015 17:54,3/7/2015,17:54:00,17,2.02E+11,2400 BLOCK E WESTMORELAND ST,700,Recovered Stolen Motor Vehicle,17,2015-03,-75.103938,39.989768,19134
22,2,12/29/2015 9:34,12/29/2015,9:34:00,9,2.02E+11,2900 BLOCK W SEDGLEY AV,600,Thefts,16,2015-12,-75.181006,39.985787,19121
3,3,10/30/2015 22:27,10/30/2015,22:27:00,22,2.02E+11,1300 BLOCK S 08TH ST,2100,Driving Under The Influence,3,2015-10,-75.157635,39.932835,19147
3,3,6/12/2015 23:54,6/12/2015,23:54:00,23,2.02E+11,900 BLOCK WASHINGTON AV,1400,Vandalism/Criminal Mischief,3,2015-06,-75.159924,39.936721,19147
25,4,12/30/2015 11:14,12/30/2015,11:14:00,11,2.02E+11,1100 BLOCK W INDIANA AVE,1400,Vandalism/Criminal Mischief,18,2015-12,-75.149562,39.998048,19133
35,2,9/9/2015 5:34,9/9/2015,5:34:00,5,2.02E+11,400 BLOCK E TABOR RD,300,Robbery,20,2015-09,-75.117244,40.03028,19120
39,2,2/11/2015 7:01,2/11/2015,7:01:00,7,2.02E+11,4000 BLOCK GERMANTOWN AVE,700,Recovered Stolen Motor Vehicle,21,2015-02,-75.153147,40.014463,19140
25,1,12/13/2015 19:33,12/13/2015,19:33:00,19,2.02E+11,4200 BLOCK N 09TH ST,1400,Vandalism/Criminal Mischief,18,2015-12,-75.140898,40.016592,19140
3,2,6/6/2015 13:29,6/6/2015,13:29:00,13,2.02E+11,2500 BLOCK S PHILIP ST,500,Burglary,3,2015-06,-75.151809,39.916027,19148
39,3,5/16/2015 6:44,5/16/2015,6:44:00,6,2.02E+11,2900 BLOCK N 25TH ST,300,Robbery,21,2015-05,-75.171571,40.00011,19132
15,1,10/9/2015 19:18,10/9/2015,19:18:00,19,2.02E+11,2200 BLOCK BUCKIUS ST,700,Recovered Stolen Motor Vehicle,11,2015-10,-75.074111,40.00861,19137
39,1,3/4/2015 20:19,3/4/2015,20:19:00,20,2.02E+11,5300 BLOCK WAYNE AVE,600,Thefts,21,2015-03,-75.17259,40.028042,19144
35,2,1/14/2015 3:23,1/14/2015,3:23:00,3,2.02E+11,1000 BLOCK W ROCKLAND ST,1400,Vandalism/Criminal Mischief,20,2015-01,-75.14034,40.026717,19141
22,1,6/22/2015 17:24,6/22/2015,17:24:00,17,2.02E+11,2200 BLOCK N CLEVELAND ST,1400,Vandalism/Criminal Mischief,16,2015-06,-75.163036,39.987605,19132
15,2,4/11/2015 13:31,4/11/2015,13:31:00,13,2.02E+11,E CHELTENHAM AV / LEONARD ST,600,Thefts,11,2015-04,-75.074947,40.026701,19149
14,1,5/23/2015 12:41,5/23/2015,12:41:00,12,2.02E+11,1200 BLOCK E CHELTEN AV,600,Thefts,10,2015-05,-75.158536,40.051543,19138
17,3,1/27/2015 12:15,1/27/2015,12:15:00,12,2.02E+11,2300 BLOCK WHARTON ST,1400,Vandalism/Criminal Mischief,13,2015-01,-75.182831,39.936164,19146
15,3,12/17/2015 8:16,12/17/2015,8:16:00,8,2.02E+11,2800 BLOCK GLENVIEW ST,600,Thefts,11,2015-12,-75.059156,40.037786,19149
19,2,6/4/2015 8:01,6/4/2015,8:01:00,8,2.02E+11,1300 BLOCK N WANAMAKER ST,1400,Vandalism/Criminal Mischief,15,2015-06,-75.236683,39.971921,19131
19,1,10/15/2015 3:51,10/15/2015,3:51:00,3,2.02E+11,6300 BLOCK RACE ST,500,Burglary,15,2015-10,-75.247749,39.966052,19139
22,3,1/2/2015 20:07,1/2/2015,20:07:00,20,2.02E+11,900 BLOCK N BROAD ST,600,Thefts,16,2015-01,-75.159713,39.970443,19130
24,2,8/31/2015 14:08,8/31/2015,14:08:00,14,2.02E+11,2700 BLOCK KENSINGTON AVE,1600,Prostitution and Commercialized Vice,17,2015-08,-75.125492,39.989889,19125
39,3,9/27/2015 13:24,9/27/2015,13:24:00,13,2.02E+11,2800 BLOCK N 20TH ST,200,Rape,21,2015-09,-75.1635,39.998118,19132
12,1,12/15/2015 17:45,12/15/2015,17:45:00,17,2.02E+11,6800 BLOCK BUIST AVE,400,Aggravated Assault,9,2015-12,-75.232983,39.918132,19142
3,3,1/10/2015 11:00,1/10/2015,11:00:00,11,2.02E+11,1500 BLOCK S JUNIPER ST,1100,Fraud,3,2015-01,-75.167326,39.930881,19147
22,3,12/20/2015 7:52,12/20/2015,7:52:00,7,2.02E+11,1400 BLOCK N 15TH ST,700,Recovered Stolen Motor Vehicle,16,2015-12,-75.160193,39.975764,19121
3,2,3/30/2015 19:15,3/30/2015,19:15:00,19,2.02E+11,2700 BLOCK S 03RD ST,600,Thefts,3,2015-03,-75.152568,39.914281,19148
17,1,3/2/2015 23:54,3/2/2015,23:54:00,23,2.02E+11,1900 BLOCK FEDERAL ST,2100,Driving Under The Influence,13,2015-03,-75.175206,39.936988,19146
24,1,8/14/2015 17:10,8/14/2015,17:10:00,17,2.02E+11,3500 BLOCK JASPER ST,600,Thefts,17,2015-08,-75.102946,40.000083,19134
2,1,3/15/2015 12:44,3/15/2015,12:44:00,12,2.02E+11,6700 BLOCK BUSTLETON AVE,700,Thefts,2,2015-03,-75.066784,40.039301,19149
16,2,2/20/2015 23:48,2/20/2015,23:48:00,23,2.02E+11,N 51ST ST / WESTMINSTER AV,700,Recovered Stolen Motor Vehicle,12,2015-02,-75.222827,39.968388,19131
26,3,3/18/2015 9:58,3/18/2015,9:58:00,9,2.02E+11,2200 BLOCK E SERGEANT ST,600,Thefts,19,2015-03,-75.122946,39.981896,19125
26,1,8/28/2015 18:16,8/28/2015,18:16:00,18,2.02E+11,900 BLOCK W SUSQUEHANNA AVE,500,Burglary,19,2015-08,-75.149329,39.985357,19122
15,3,1/2/2015 4:42,1/2/2015,4:42:00,4,2.02E+11,3400 BLOCK DISSTON ST,700,Recovered Stolen Motor Vehicle,11,2015-01,-75.048477,40.033782,19135
26,3,3/29/2015 23:40,3/29/2015,23:40:00,23,2.02E+11,1700 BLOCK FRANKFORD AVE,600,Thefts,19,2015-03,-75.133148,39.974485,19125
2,3,5/26/2015 2:54,5/26/2015,2:54:00,2,2.02E+11,2100 BLOCK TYSON AVE,300,Robbery,2,2015-05,-75.062594,40.042658,19149
12,1,2/10/2015 12:46,2/10/2015,12:46:00,12,2.02E+11,8200 BLOCK BARTRAM AVE,700,Recovered Stolen Motor Vehicle,9,2015-02,-75.239442,39.893538,19153
25,1,2/4/2015 22:20,2/4/2015,22:20:00,22,2.02E+11,4000 BLOCK OLD YORK RD,1600,Prostitution and Commercialized Vice,18,2015-02,-75.147285,40.014117,19140
24,1,12/5/2015 2:43,12/5/2015,2:43:00,2,2.02E+11,E GLENWOOD AV / KENSINGTON AVE,2100,Driving Under The Influence,17,2015-12,-75.104201,40.001535,19134
35,2,9/18/2015 3:18,9/18/2015,3:18:00,3,2.02E+11,4400 BLOCK OLD YORK RD,1600,Prostitution and Commercialized Vice,20,2015-09,-75.147195,40.019958,19140
26,2,9/25/2015 17:28,9/25/2015,17:28:00,17,2.02E+11,900 BLOCK N 06TH ST,600,Thefts,19,2015-09,-75.14719,39.967199,19123
25,2,10/14/2015 16:21,10/14/2015,16:21:00,16,2.02E+11,200 BLOCK W HUNTING PARK AVE,2100,Driving Under The Influence,18,2015-10,-75.128704,40.014178,19140
18,1,10/1/2015 13:12,10/1/2015,13:12:00,13,2.02E+11,5900 BLOCK SPRUCE ST,1400,Vandalism/Criminal Mischief,14,2015-10,-75.240123,39.956305,19139
24,2,3/18/2015 17:43,3/18/2015,17:43:00,17,2.02E+11,100 BLOCK GURNEY ST,700,Recovered Stolen Motor Vehicle,18,2015-03,-75.13022,39.994366,19133
35,3,6/21/2015 16:38,6/21/2015,16:38:00,16,2.02E+11,2000 BLOCK CHELTEN AV,1400,Vandalism/Criminal Mischief,20,2015-06,-75.155115,40.051804,19138
12,3,9/12/2015 12:00,9/12/2015,12:00:00,12,2.02E+11,6200 BLOCK PASCHALL AV,700,Recovered Stolen Motor Vehicle,9,2015-09,-75.229384,39.927123,19142
24,1,1/1/2015 9:27,1/1/2015,9:27:00,9,2.02E+11,4000 BLOCK L ST,1400,Vandalism/Criminal Mischief,17,2015-01,-75.102734,40.00856,19124
26,2,11/23/2015 18:56,11/23/2015,18:56:00,18,2.02E+11,1000 BLOCK N FRONT ST,700,Recovered Stolen Motor Vehicle,19,2015-11,-75.137479,39.965052,19123
2,1,4/17/2015 12:02,4/17/2015,12:02:00,12,2.02E+11,4600 BLOCK E ROOSEVELT BLVD,600,Thefts,2,2015-04,-75.099584,40.02849,19124
39,2,8/10/2015 14:02,8/10/2015,14:02:00,14,2.02E+11,1700 BLOCK DOUNTON ST,1100,Fraud,21,2015-08,-75.1555,40.01737,19140
2,3,6/19/2015 13:26,6/19/2015,13:26:00,13,2.02E+11,7400 BLOCK BUSTLETON AVE,600,Thefts,2,2015-06,-75.058137,40.049908,19152
3,3,7/1/2015 22:38,7/1/2015,22:38:00,22,2.02E+11,0 BLOCK CITIZENS BANK WAY,2400,Disorderly Conduct,3,2015-07,-75.168078,39.906642,19148
25,3,7/29/2015 11:45,7/29/2015,11:45:00,11,2.02E+11,100 BLOCK W INDIANA AVE,700,Recovered Stolen Motor Vehicle,18,2015-07,-75.132175,39.995683,19133
35,2,5/25/2015 14:50,5/25/2015,14:50:00,14,2.02E+11,1300 BLOCK W WINDRIM AVE,600,Thefts,20,2015-05,-75.146004,40.029938,19112
19,3,11/27/2015 22:11,11/27/2015,22:11:00,22,2.02E+11,1600 BLOCK N 55TH ST,1400,Vandalism/Criminal Mischief,15,2015-11,-75.231842,39.976871,19131
2,1,12/20/2015 21:10,12/20/2015,21:10:00,21,2.02E+11,4600 BLOCK E ROOSEVELT BLVD,400,Aggravated Assault,2,2015-12,-75.100449,40.02905,19124
17,3,3/11/2015 19:57,3/11/2015,19:57:00,19,2.02E+11,1400 BLOCK S 23RD ST,700,Recovered Stolen Motor Vehicle,13,2015-03,-75.182604,39.934826,19146
19,2,5/23/2015 14:47,5/23/2015,14:47:00,14,2.02E+11,0 BLOCK N 60TH ST,300,Robbery,15,2015-05,-75.240645,39.962794,19139
12,2,2/14/2015 10:02,2/14/2015,10:02:00,10,2.02E+11,6800 BLOCK GREENWAY AV,700,Recovered Stolen Motor Vehicle,9,2015-02,-75.240097,39.923544,19142
25,4,3/15/2015 5:19,3/15/2015,5:19:00,5,2.02E+11,3200 BLOCK N 11TH ST,1400,Vandalism/Criminal Mischief,18,2015-03,-75.147533,40.0009,19140
15,2,8/1/2015 8:04,8/1/2015,8:04:00,8,2.02E+11,6400 BLOCK EDMUND ST,600,Thefts,11,2015-08,-75.050225,40.020204,19135
16,2,10/31/2015 6:47,10/31/2015,6:47:00,6,2.02E+11,800 BLOCK N 51ST ST,700,Recovered Stolen Motor Vehicle,12,2015-10,-75.222673,39.967907,19139
9,3,2/12/2015 17:38,2/12/2015,17:38:00,17,2.02E+11,2500 BLOCK ASPEN ST,1400,Vandalism/Criminal Mischief,8,2015-02,-75.179653,39.969022,19130
22,3,12/8/2015 18:53,12/8/2015,18:53:00,18,2.02E+11,1600 BLOCK N 18TH ST,400,Aggravated Assault,16,2015-12,-75.164628,39.978154,19121
3,3,8/17/2015 9:47,8/17/2015,9:47:00,9,2.02E+11,2400 BLOCK S 09TH ST,700,Recovered Stolen Motor Vehicle,3,2015-08,-75.162313,39.91841,19148
26,3,1/20/2015 22:49,1/20/2015,22:49:00,22,2.02E+11,2500 BLOCK N FRONT ST,300,Robbery,19,2015-01,-75.131467,39.987987,19125
6,2,4/8/2015 2:06,4/8/2015,2:06:00,2,2.02E+11,VINE STREET EXPY RAMP 8061A / N 08TH ST,2100,Driving Under The Influence,5,2015-04,-75.152363,39.956776,19107
14,4,5/27/2015 21:26,5/27/2015,21:26:00,21,2.02E+11,8300 BLOCK FAYETTE ST,1800,Narcotic / Drug Law Violations,10,2015-05,-75.175056,40.07783,19150
14,1,11/15/2015 12:47,11/15/2015,12:47:00,12,2.02E+11,600 BLOCK BRINTON ST,700,Recovered Stolen Motor Vehicle,10,2015-11,-75.17514,40.051948,19138
24,2,10/5/2015 14:32,10/5/2015,14:32:00,14,2.02E+11,2800 BLOCK FRANKFORD AV,1400,Vandalism/Criminal Mischief,17,2015-10,-75.119197,39.989239,19134
7,1,8/24/2015 13:46,8/24/2015,13:46:00,13,2.02E+11,1800 BLOCK BENTON AVE,500,Burglary,6,2015-08,-75.046167,40.075051,19152
18,2,6/28/2015 22:17,6/28/2015,22:17:00,22,2.02E+11,S 52ND ST / PINE ST,600,Thefts,14,2015-06,-75.226226,39.953537,19143
6,3,1/27/2015 9:56,1/27/2015,9:56:00,9,2.02E+11,200 BLOCK S 13TH ST,600,Thefts,5,2015-01,-75.162466,39.947726,19107
14,2,3/13/2015 15:31,3/13/2015,15:31:00,15,2.02E+11,BAYNTON ST / E CHELTEN AV,1400,Vandalism/Criminal Mischief,10,2015-03,-75.171621,40.038857,19144
14,2,11/7/2015 0:11,11/7/2015,0:11:00,0,2.02E+11,500 BLOCK E DUVAL ST,600,Thefts,10,2015-11,-75.176267,40.049975,19138
6,2,12/8/2015 15:27,12/8/2015,15:27:00,15,2.02E+11,1000 BLOCK MARKET ST 140,600,Thefts,5,2015-12,-75.156776,39.951586,19107
26,3,7/8/2015 11:01,7/8/2015,11:01:00,11,2.02E+11,2600 BLOCK KENSINGTON AVE,600,Thefts,19,2015-07,-75.127384,39.988844,19125
39,1,6/12/2015 8:02,6/12/2015,8:02:00,8,2.02E+11,3600 BLOCK MIDVALE AV,600,Thefts,21,2015-06,-75.192761,40.012062,19129
5,3,4/1/2015 22:22,4/1/2015,22:22:00,22,2.02E+11,8600 BLOCK OLD LINE RD,400,Aggravated Assault,4,2015-04,-75.234341,40.066426,19128
35,3,4/2/2015 11:25,4/2/2015,11:25:00,11,2.02E+11,2100 BLOCK STENTON AVE,500,Burglary,20,2015-04,-75.15536,40.054044,19138
24,1,3/3/2015 14:21,3/3/2015,14:21:00,14,2.02E+11,3300 BLOCK JASPER ST,1500,Weapon Violations,17,2015-03,-75.109801,39.996488,19134
22,4,8/16/2015 15:15,8/16/2015,15:15:00,15,2.02E+11,2800 BLOCK MASTER ST,900,Arson,16,2015-08,-75.182004,39.977439,19121
22,1,8/7/2015 15:03,8/7/2015,15:03:00,15,2.02E+11,2300 BLOCK N 17TH ST,1400,Vandalism/Criminal Mischief,16,2015-08,-75.160741,39.988556,19132
17,1,5/25/2015 18:07,5/25/2015,18:07:00,18,2.02E+11,1900 BLOCK ANNIN ST,700,Recovered Stolen Motor Vehicle,13,2015-05,-75.176576,39.937623,19146
25,1,12/25/2015 7:00,12/25/2015,7:00:00,7,2.02E+11,3900 BLOCK N FRANKLIN ST,600,Thefts,18,2015-12,-75.140356,40.011246,19140
6,3,1/23/2015 18:53,1/23/2015,18:53:00,18,2.02E+11,1100 BLOCK MARKET ST,2400,Disorderly Conduct,5,2015-01,-75.158365,39.951687,19107
6,1,3/27/2015 21:46,3/27/2015,21:46:00,21,2.02E+11,300 BLOCK N 13TH ST,1600,Prostitution and Commercialized Vice,5,2015-03,-75.160274,39.957828,19107
5,2,2/14/2015 12:27,2/14/2015,12:27:00,12,2.02E+11,100 BLOCK DUPONT ST,1400,Vandalism/Criminal Mischief,4,2015-02,-75.227034,40.028721,19127
15,1,5/11/2015 8:43,5/11/2015,8:43:00,8,2.02E+11,4600 BLOCK RICHMOND ST,1400,Vandalism/Criminal Mischief,11,2015-05,-75.06818,40.000073,19137
25,4,3/27/2015 21:55,3/27/2015,21:55:00,21,2.02E+11,2800 BLOCK N BROAD ST,1800,Narcotic / Drug Law Violations,18,2015-03,-75.154094,39.995979,19132
35,3,6/12/2015 22:38,6/12/2015,22:38:00,22,2.02E+11,5600 BLOCK N BROAD ST,2400,Disorderly Conduct,20,2015-06,-75.144801,40.039112,19141
25,1,9/17/2015 23:27,9/17/2015,23:27:00,23,2.02E+11,500 BLOCK W ROOSEVELT BLVD,700,Thefts,18,2015-09,-75.133373,40.023478,19120
35,2,10/28/2015 22:50,10/28/2015,22:50:00,22,2.02E+11,N BROAD ST / W OLNEY AV,600,Thefts,20,2015-10,-75.144752,40.039082,19141
26,3,9/28/2015 17:33,9/28/2015,17:33:00,17,2.02E+11,2500 BLOCK ALMOND ST,700,Recovered Stolen Motor Vehicle,19,2015-09,-75.121048,39.977865,19125
15,1,6/5/2015 8:07,6/5/2015,8:07:00,8,2.02E+11,4600 BLOCK ADAMS AV,600,Thefts,11,2015-06,-75.094076,40.021858,19124
22,4,8/19/2015 14:57,8/19/2015,14:57:00,14,2.02E+11,1700 BLOCK N 26TH ST,1400,Vandalism/Criminal Mischief,16,2015-08,-75.177221,39.981238,19121
7,3,2/4/2015 12:18,2/4/2015,12:18:00,12,2.02E+11,400 BLOCK PINEWOOD RD,1100,Fraud,6,2015-02,-75.020422,40.12488,19116
35,1,8/12/2015 15:28,8/12/2015,15:28:00,15,2.02E+11,0 BLOCK W CHELTENHAM AV,1400,Vandalism/Criminal Mischief,20,2015-08,-75.117317,40.050388,19120
16,2,2/14/2015 2:45,2/14/2015,2:45:00,2,2.02E+11,N 42ND ST / ASPEN ST,2100,Driving Under The Influence,12,2015-02,-75.207501,39.965906,19104
35,3,4/17/2015 14:56,4/17/2015,14:56:00,14,2.02E+11,5600 BLOCK N BROAD ST,1100,Fraud,20,2015-04,-75.144801,40.039112,19141
35,2,4/7/2015 15:41,4/7/2015,15:41:00,15,2.02E+11,400 BLOCK W DUNCANNON AVE,400,Aggravated Assault,20,2015-04,-75.130111,40.030142,19120
7,2,2/24/2015 9:54,2/24/2015,9:54:00,9,2.02E+11,9300 BLOCK JAMISON AVE,700,Recovered Stolen Motor Vehicle,6,2015-02,-75.042134,40.083843,19115
