OBJECTID,ASSET_NAME,SITE_NAME,CHILD_OF,ADDRESS,TYPE,USE_,DESCRIPTION,SQ_FEET,ACREAGE,ZIPCODE,ALLIAS,CHRONOLOGY,NOTES,DATE_EDITED,EDITED_BY,OCCUPANT,TENANT,LABEL
482,Donald Finnegan Playground Building,Donald Finnegan Playground,Donald Finnegan Playground,1231 S 30TH ST,Building,Recreation Bldg,,1720.884488,0.039506,19146, , ,,12Nov2013,Vanessa Miller,PPR,,
483,Chew Playground Building,Chew Playground,Chew Playground,1800 WASHINGTON AVE,Building,Recreation Bldg,,2484.683349,0.057041,19146, , ,,12Nov2013,Vanessa Miller,PPR,,
484,Weccacoe Playground Building,Weccacoe Playground,Weccacoe Playground,405-25 QUEEN ST,Building,Recreation Bldg,,2702.186402,0.062034,19147, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Queen Village Neighbors Assn,
485,Hawthorne Cultural Center Building,Hawthorne Cultural Center,Hawthorne Cultural Center,1200 CARPENTER ST,Building,Recreation Bldg,,9323.027906,0.214028,19147, , ,,12Nov2013,Vanessa Miller,PPR,,
486,Kingsessing Recreation Center Building 2,Kingsessing Recreation Center,Kingsessing Recreation Center,4901 KINGSESSING AVE,Building,Recreation Bldg,Historic Building,5663.816846,0.130024,19143, , ,,12Nov2013,Vanessa Miller,PPR,,
487,48th & Woodland Playground Building,48th & Woodland Playground,48th & Woodland Playground,4740 WOODLAND AVE,Building,Recreation Bldg,Historic Building,4190.434855,0.0962,19143, , ,,12Nov2013,Vanessa Miller,PPR,,
488,Palumbo Recreation Center Building,Palumbo Recreation Center,Palumbo Recreation Center,700 S 09TH ST,Building,Recreation Bldg,,13448.125513,0.308728,19147, , ,,12Nov2013,Vanessa Miller,PPR,,
489,Kingsessing Recreation Center Building,Kingsessing Recreation Center,Kingsessing Recreation Center,4901 KINGSESSING AVE,Building,Recreation Bldg,Historic Building,14659.017165,0.336526,19143, , ,,12Nov2013,Vanessa Miller,PPR,,
490,Marian Anderson Recreation Center,Marian Anderson Recreation Center,Marian Anderson Recreation Center,740 S 17TH ST,Building,Recreation Bldg,,16817.193685,0.386071,19146, , ,,12Nov2013,Vanessa Miller,PPR,,
491,Starr Garden Playground Building,Starr Garden Playground,Starr Garden Playground,600-44 LOMBARD ST,Building,Recreation Bldg,,3660.819677,0.084041,19147, , ,,12Nov2013,Vanessa Miller,PPR,,
492,Seger Playground Building,Seger Playground,Seger Playground,1000-42 LOMBARD ST,Building,Recreation Bldg,,1431.367235,0.03286,19147, , ,,12Nov2013,Vanessa Miller,PPR,,
493,I-95 Park Electric Utilities Bldg.,Foglietta Plaza,Foglietta Plaza,109 SPRUCE ST,Building,Garage\Maintenance\Storage Bldg,,127.247238,0.002921,19106, , ,,12Nov2013,Vanessa Miller,PPR,,
494,I-95 Park Electric Utilities Bldg.,Foglietta Plaza,Foglietta Plaza,109 SPRUCE ST,Building,Garage\Maintenance\Storage Bldg,,121.447126,0.002788,19106, , ,,12Nov2013,Vanessa Miller,PPR,,
495,I-95 Park Electric Utilities Bldg.,Foglietta Plaza,Foglietta Plaza,109 SPRUCE ST,Building,Garage\Maintenance\Storage Bldg,,124.993923,0.002869,19106, , ,,12Nov2013,Vanessa Miller,PPR,,
496,I-95 Park Electric Utilities Bldg.,Foglietta Plaza,Foglietta Plaza,109 SPRUCE ST,Building,Garage\Maintenance\Storage Bldg,,112.953534,0.002593,19106, , ,,12Nov2013,Vanessa Miller,PPR,,
497,I-95 Park Electric Utilities Bldg.,Foglietta Plaza,Foglietta Plaza,109 SPRUCE ST,Building,Garage\Maintenance\Storage Bldg,,108.510675,0.002491,19106, , ,,12Nov2013,Vanessa Miller,PPR,,
498,I-95 Park Electric Utilities Bldg.,Foglietta Plaza,Foglietta Plaza,109 SPRUCE ST,Building,Garage\Maintenance\Storage Bldg,,127.130889,0.002919,19106, , ,,12Nov2013,Vanessa Miller,PPR,,
499,I-95 Park Toilet Building,I-95 Park,I-95 Park,109 SPRUCE ST,Building,Garage\Maintenance\Storage Bldg,,1804.679379,0.04143,19106, , ,,12Nov2013,Vanessa Miller,PPR,,
500,Christy Recreation Center Building,Christy Recreation Center,Christy Recreation Center,728 S 55TH ST,Building,Recreation Bldg,,14382.780228,0.330185,19143, , ,,12Nov2013,Vanessa Miller,PPR,,
501,Washington Square Maintenance Building,Washington Square,Washington Square,650 WALNUT ST,Building,Garage\Maintenance\Storage Bldg,,346.070858,0.007945,19106, , ,,12Nov2013,Vanessa Miller,PPR,,
502,Markward Playground Building,Markward Playground,Markward Playground,400 S TANEY ST,Building,Recreation Bldg,,2166.942142,0.049746,19103, , ,,12Nov2013,Vanessa Miller,PPR,,
503,Rittenhouse Square Maintenance Building,Rittenhouse Square,Rittenhouse Square,1800 WALNUT ST,Building,Garage\Maintenance\Storage Bldg,Historic Building,303.080345,0.006958,19103, , ,,12Nov2013,Vanessa Miller,PPR,,
504,Cobbs Creek Stable / Environmental Ed. Center,Cobbs Creek Environmental Education Center,Cobbs Creek Park,700 COBBS CREEK PKY,Building,Environmental Education Center,,5182.949186,0.118985,19143, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Cobbs Creek Comm Environmental Educ Ctr, Inc.",Cobbs Creek Park
505,Atwater Kent Museum,Atwater Kent Museum,Atwater Kent Museum,13-17 S 07TH ST,Building,Museum,Historic Building,14800.975932,0.339785,19106, , ,,12Nov2013,Vanessa Miller,PPR,,Atwater Kent Museum
506,Betsy Ross House,Betsy Ross House,Betsy Ross House,239 ARCH ST,Building,Historic House,Historic Building,2565.389286,0.058893,19106, , ,,12Nov2013,Vanessa Miller,PPR,,Betsy Ross House
507,Welcome Center,John F. Kennedy Plaza,John F. Kennedy Plaza,1575 JOHN F KENNEDY BLV,Building,Multi-Use Bldg,Multi-Use Bldg,4062.83539,0.09327,19102,Tourist Center, ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Independence Visitors Center Corp,Welcome Center
508,Sayre Morris Recreation Center Building,Sayre-Morris Recreation Center,Sayre-Morris Recreation Center,5825 SPRUCE ST,Building,Recreation Bldg,,16516.564661,0.37917,19139, , ,,12Nov2013,Vanessa Miller,PPR,,
509,Franklin Square Storage Facility,Franklin Square,Franklin Square,639 RACE ST,Building,Garage\Maintenance\Storage Bldg,Historic Building,349.429376,0.008022,19106, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Historic Philadelphia, Inc.",
510,Franklin Square Maintenance Building & Restooms,Franklin Square,Franklin Square,641 RACE ST,Building,Garage\Maintenance\Storage Bldg,,706.533025,0.01622,19106, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Historic Philadelphia, Inc.",
511,Cobbs Creek Rec Center Pool Building,Cobbs Creek Recreation Center & Pool,Cobbs Creek Park,280 COBBS CREEK PKY,Building,Garage\Maintenance\Storage Bldg,,285.900848,0.006563,19139, , ,,12Nov2013,Vanessa Miller,PPR,,
512,Cobbs Creek Recreation Center Building,Cobbs Creek Recreation Center & Pool,Cobbs Creek Park,280 COBBS CREEK PKY,Building,Recreation Bldg,,10457.25229,0.240066,19139, , ,,12Nov2013,Vanessa Miller,PPR,,
513,Logan Circle Maintenance Building,Logan Square,Logan Square,200 N 18TH ST,Building,Garage\Maintenance\Storage Bldg,Historic Building,222.906179,0.005117,19103, , ,,12Nov2013,Vanessa Miller,PPR,,
514,Laura Sims Skating Rink Building,Laura Sims Rink,Cobbs Creek Park,200 S 63RD ST,Building,Ice Rink,Multi-Use Bldg,32586.231323,0.74808,19139, , ,,12Nov2013,Vanessa Miller,PPR,,Laura Sims Rink 
515,Lee Cultural Center Building 2,Lee Cultural Center,Lee Cultural Center,4310 HAVERFORD AVE,Building,Recreation Bldg,Historic Building,2315.059113,0.053147,19104, , ,,12Nov2013,Vanessa Miller,PPR,,
516,Lee Cultural Center Building 1,Lee Cultural Center,Lee Cultural Center,4310 HAVERFORD AVE,Building,Recreation Bldg,Historic Building,2015.835341,0.046277,19104, , ,,12Nov2013,Vanessa Miller,PPR,,
517,Lee Cultural Center Building 3,Lee Cultural Center,Lee Cultural Center,4310 HAVERFORD AVE,Building,Recreation Bldg,Historic Building,3644.37847,0.083664,19104, , ,,12Nov2013,Vanessa Miller,PPR,,
518,Lee Cultural Center Building 4,Lee Cultural Center,Lee Cultural Center,4310 HAVERFORD AVE,Building,Recreation Bldg,Historic Building,15095.152391,0.346538,19104, , ,,12Nov2013,Vanessa Miller,PPR,,
519,Rodin Museum,Rodin Museum,Benjamin Franklin Parkway,2151 BENJ FRANKLIN PKY,Building,Museum,Historic Building,6199.345131,0.142318,19130, , ,,12Nov2013,Vanessa Miller,PPR,,Rodin Museum
520,River Field Clubhouse,River Field,Benjamin Franklin Parkway,302 N 24TH ST,Building,Multi-Use Bldg,Multi-Use Bldg,3026.343139,0.069476,19130, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Phila Authority for Industrial Development ,
521,Mantua Recreation Center Building,Mantua Recreation Center,Mantua Recreation Center,3320-50 HAVERFORD AVE,Building,Recreation Bldg,,15536.323273,0.356666,19104, , ,,12Nov2013,Vanessa Miller,PPR,,
522,Northern Liberties Recreation Center Building,Northern Liberties Recreation Center,Northern Liberties Recreation Center,313-27 FAIRMOUNT AVE,Building,Recreation Bldg,Historic Building,11045.971415,0.253582,19123, , ,,12Nov2013,Vanessa Miller,PPR,,
523,Von Colln Community Center Building,Von Colln Field,Benjamin Franklin Parkway,2250 PENNSYLVANIA AVE,Building,Recreation Bldg,,1615.693476,0.037091,19130,Von Colln Field Support Service Building, ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Fairmount Sports Association,
524,Cobbs Creek Golf Course Maintenance Shed,Cobbs Creek & Karakung Golf Course,Cobbs Creek Park,7902 LANSDOWNE AVE,Building,Shed,Golf Course,2463.819869,0.056562,19151, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Billy Casper Golf, LLC",
525,Cobbs Creek Golf Course Maintenance Building,Cobbs Creek & Karakung Golf Course,Cobbs Creek Park,7902 LANSDOWNE AVE,Building,Garage\Maintenance\Storage Bldg,Golf Course,3611.508391,0.082909,19151, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Billy Casper Golf, LLC",
526,Southern Grounds HQs Building,Southern Grounds HQs,Shepard Recreation Center,5331-41 HAVERFORD AVE,Building,Multi-Use Bldg,Multi-Use Bldg,5584.549062,0.128204,19139, , ,,12Nov2013,Vanessa Miller,PPR,,
527,Cobbs Creek Golf Course Carbarn,Cobbs Creek & Karakung Golf Course,Cobbs Creek Park,7900 LANSDOWNE AVE,Building,Barn,Golf Course,5380.392843,0.123517,19151, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Billy Casper Golf, LLC",
528,Mill Creek Playground Building,Mill Creek Playground,Mill Creek Playground,743-81 N 48TH ST,Building,Recreation Bldg,,3432.744148,0.078805,19139, , ,,12Nov2013,Vanessa Miller,PPR,,
529,39th & Olive Playground Building,39th & Olive Playground,39th & Olive Playground,700-14 N 39TH ST,Building,Recreation Bldg,,769.415277,0.017663,19104, , ,,12Nov2013,Vanessa Miller,PPR,,
530,Cobbs Creek Golf Course Pro Shop and Grill,Cobbs Creek & Karakung Golf Course,Cobbs Creek Park,7900 LANSDOWNE AVE,Building,Concessions\Retail\Cafe,Golf Course,5414.347465,0.124297,19151, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Billy Casper Golf, LLC",
531,West Mill Creek Playground Building,West Mill Creek,West Mill Creek,5100 WESTMINSTER AVE,Building,Recreation Bldg,,2753.909592,0.063221,19139, , ,,12Nov2013,Vanessa Miller,PPR,,
532,Water Works Engine House,Water Works,East Fairmount Park,690 WATERWORKS DR,Building,Historic House,Historic Building,6860.139198,0.157488,19130,Waterworks Restaurant, ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Thea at the Waterworks,
533,Shepard Pool Building,Shepard Recreation Center,Shepard Recreation Center,5700 HAVERFORD AVE,Building,Garage\Maintenance\Storage Bldg,,7077.126346,0.162469,19139, , ,,12Nov2013,Vanessa Miller,PPR,,
534,Clemente Playground Building,Clemente Playground,Clemente Playground,1800 WALLACE ST,Building,Recreation Bldg,,3376.578145,0.077516,19130, , ,,12Nov2013,Vanessa Miller,PPR,,
535,"Bocce Court pavilion, Daggett and Vine",Cobbs Creek Park,Cobbs Creek Park,6600 VINE ST,Building,Pavilion\Shelter,,6060.368926,0.139127,19151, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Bocci Club,
536,Philadelphia Museum of Art,Philadelphia Museum of Art,Benjamin Franklin Parkway,2600 BENJ FRANKLIN PKY,Building,Museum,Historic Building,119616.736858,2.746033,19130, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,,Philadelphia Museum of Art
537,Shepard Recreation Center Building,Shepard Recreation Center,Shepard Recreation Center,5700 HAVERFORD AVE,Building,Recreation Bldg,Historic Building,11029.652812,0.253207,19131, , ,,12Nov2013,Vanessa Miller,PPR,,
538,East Poplar Playground Building,East Poplar Playground,East Poplar Playground,800 N 08TH ST,Building,Recreation Bldg,,2386.624581,0.05479,19123, , ,,12Nov2013,Vanessa Miller,PPR,,East Poplar  
539,Miles Mack Playground Building,Miles Mack Playground,Miles Mack Playground,732-66 N 36TH ST,Building,Recreation Bldg,,2124.102078,0.048763,19104, , ,,12Nov2013,Vanessa Miller,PPR,,Miles Mack  
540,Water Bldg.,West Fairmount Park,West Fairmount Park, ,Building,Garage\Maintenance\Storage Bldg,,90.242783,0.002072,19104,Fish Ladder, ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Water Department,
541,Granahan Playground Building,Granahan Playground,Granahan Playground,338-50 N 65TH ST,Building,Recreation Bldg,,1521.568639,0.034931,19139, , ,,12Nov2013,Vanessa Miller,PPR,,Granahan  
542,Lloyd Hall Building,East Fairmount Park,East Fairmount Park,1 JOHN B KELLY DR,Building,Recreation Bldg,Historic Building,10996.366735,0.252443,19130, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Cosmic Catering, Inc., FP Staff",
543,Francisville Playground Building,Francisville Playground,Francisville Playground,1737-39 FRANCIS ST,Building,Recreation Bldg,,4972.471946,0.114153,19130, , ,,12Nov2013,Vanessa Miller,PPR,,Francisville  
544,Fairmount Rowing Association,East Fairmount Park,East Fairmount Park,3 JOHN B KELLY DR,Building,Farm,Historic Building,4577.693098,0.10509,19130, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Fairmount Rowing Association, land lease only",Fairmount Rowing Association
545,Schuylkill Navy Headquarters,East Fairmount Park,East Fairmount Park,4 JOHN B KELLY DR,Building,Boathouse,Historic Building,2520.659373,0.057867,19130, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Penn Barge Club, land lease only",Schuylkill Navy Headquarters
546,Crescent Boat Club,East Fairmount Park,East Fairmount Park,5 JOHN B KELLY DR,Building,Boathouse,Historic Building,2948.110255,0.06768,19130, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Crescent Boat Club, land lease only",Crescent Boat Club
547,Bachelor's Barge Club,Bachelor's Barge Club,East Fairmount Park,6 JOHN B KELLY DR,Building,Boathouse,Historic Building,4261.787604,0.097838,19130, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Bachelors Barge Club, land lease only",Bachelor's Barge Club
548,University Barge Club,East Fairmount Park,East Fairmount Park,8 JOHN B KELLY DR,Building,Boathouse,Historic Building,6020.402548,0.13821,19130, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"University Barge Club, land lease only",University Barge Club
549,Vesper Malta Boathouse,East Fairmount Park,East Fairmount Park,9 JOHN B KELLY DR,Building,Boathouse,Historic Building,7968.782493,0.182939,19130, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Malta Boat Club, Vesper Boat Club, land lease only",Vesper Malta Boathouse
550,Upenn Boat Club,East Fairmount Park,East Fairmount Park,11 JOHN B KELLY DR,Building,Boathouse,Historic Building,8738.70456,0.200614,19130, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"The College Boat Club of the Univ of Penn, land",Upenn Boat Club
551,Boathouse#13 Boat Shed,East Fairmount Park,East Fairmount Park,13 JOHN B KELLY DR,Building,Shed,,358.366891,0.008227,19130, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"UNDINE, land lease only",
552,Penn Athletic Club Rowing Association,East Fairmount Park,East Fairmount Park,12 JOHN B KELLY DR,Building,Boathouse,Historic Building,4797.83813,0.110144,19130, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Penn Athletic Club Rowing Association, land lease",Penn Athletic Club Rowing
553,Undine Barge Club,East Fairmount Park,East Fairmount Park,13 JOHN B KELLY DR,Building,Boathouse,Historic Building,4028.068754,0.092472,19130, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"UNDINE, land lease only",Undine Barge Club
554,Philadelphia Girls Rowing club,East Fairmount Park,East Fairmount Park,14 JOHN B KELLY DR,Building,Boathouse,Historic Building,2926.029322,0.067173,19130, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Philadelphia Girl's Rowing Club, land lease only",Phila Girls Rowing club
555,Sedgeley Boat Club,East Fairmount Park,East Fairmount Park,15 JOHN B KELLY DR,Building,Boathouse,Historic Building,2630.249652,0.060382,19130, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Sedgeley Club, Inc.",Sedgeley Boat Club
556,Kelly Drive Overlook,Lemon Hill,East Fairmount Park, ,Building,Stage\Stands,Historic Building,374.508714,0.008598,19130, , ,,12Nov2013,Vanessa Miller,PPR,,Kelly Drive Overlook
557,Lemon Hill Mansion,Lemon Hill,East Fairmount Park,801 LEMON HILL DR,Building,Historic House,Historic Building,2855.303536,0.065549,19130, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Colonial Dames of America, Chapter II",Lemon Hill
558,Lemon Hill Building,Lemon Hill,East Fairmount Park,801 LEMON HILL DR,Building,Historic House,Historic Building,243.412815,0.005588,19130, , ,,12Nov2013,Vanessa Miller,PPR,,Lemon Hill 
559,Lemon Hill Restrooms Building,Lemon Hill,East Fairmount Park,801 LEMON HILL DR,Building,Restrooms,Historic Building,985.192277,0.022617,19130, , ,,12Nov2013,Vanessa Miller,PPR,,Lemon Hill
560,Rose Playground Building,Rose Playground,Cobbs Creek Park,7401 LANSDOWNE AVE,Building,Recreation Bldg,,3167.432728,0.072715,19151, , ,,12Nov2013,Vanessa Miller,PPR,,Rose  
561,Cobbs Creek Driving Range Pitching Machine Shelter,Cobbs Creek Driving Range & Sports Center,Cobbs Creek Park,7900 CITY LINE AVE,Building,Pavilion\Shelter,,961.954611,0.022084,19151, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Billy Casper Golf, LLC",CC Golf Course
562,Cobbs Creek Driving Range Concessionaire,Cobbs Creek Driving Range & Sports Center,Cobbs Creek Park,7900 CITY LINE AVE,Building,Concessions\Retail\Cafe,,4498.72084,0.103277,19151, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Billy Casper Golf, LLC",CC Golf Course
563,Cobbs Creek Batting Cage Shelter,Cobbs Creek Driving Range & Sports Center,Cobbs Creek Park,7900 CITY LINE AVE,Building,Batting Cage,,176.755937,0.004058,19151, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Billy Casper Golf, LLC",CC Golf Course
564,Papa Playground Building,Papa Playground,Cobbs Creek Park,6839 LANSDOWNE AVE,Building,Recreation Bldg,,3726.858977,0.085557,19151, , ,,12Nov2013,Vanessa Miller,PPR,,Papa  
565,Fishtown Hockey Rink Building,Fishtown Recreation Center,Fishtown Recreation Center,1202-32 E MONTGOMERY AVE,Building,Athletic,Multi-Use Bldg,9186.435402,0.210892,19125,Lederer Recreation Center, ,,12Nov2013,Vanessa Miller,PPR,,Fishtown Hockey Rink 
566,Fishtown Playground Building,Fishtown Recreation Center,Fishtown Recreation Center,1202-32 E MONTGOMERY AVE,Building,Recreation Bldg,,12034.202385,0.276268,19125,Lederer Recreation Center, ,,12Nov2013,Vanessa Miller,PPR,,Fishtown  
567,Hancock/St John's Playground Building,Hancock Playground,Hancock Playground,147 MASTER ST,Building,Recreation Bldg,,1950.097894,0.044768,19122, , ,,12Nov2013,Vanessa Miller,PPR,,Hancock/St John's  
568,Cruz Playground Building,Cruz Recreation Center,Cruz Recreation Center,1400-52 N 05TH ST,Building,Recreation Bldg,,11488.960677,0.263751,19122, , ,,12Nov2013,Vanessa Miller,PPR,,Cruz  
569,Cobbs Creek Golf Course Snack Shed,Cobbs Creek & Karakung Golf Course,Cobbs Creek Park,7800 CITY LINE AVE,Building,Concessions\Retail\Cafe,Golf Course,422.192255,0.009692,19151, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Billy Casper Golf, LLC",CC Golf Course
570,Sedgeley Porter's House,East Fairmount Park,East Fairmount Park,3250 W SEDGELEY DR,Building,Historic House,Historic Building,1825.150813,0.0419,19130, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,Sedgeley Porter's House
571,Conestoga Community Playground Building,Conestoga Playground,Conestoga Playground,5200-300 MEDIA ST,Building,Recreation Bldg,,1636.45185,0.037568,19131, , ,,12Nov2013,Vanessa Miller,PPR,,Conestoga
572,Letitia Street House,West Fairmount Park,West Fairmount Park,3400 W GIRARD AVE,Building,Historic House,Historic Building,711.259746,0.016328,19131, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,PR vacant,Letitia Street House
573,Hatfield House,East Fairmount Park,East Fairmount Park,3201 W GIRARD AVE,Building,Historic House,Historic Building,1788.990876,0.04107,19121, , ,,19Dec2012,Vanessa Miller,Lessee/Tenants,Father's Day Rally Committee,Hatfield House
574,Sweetbriar Mansion,West Fairmount Park,West Fairmount Park,3801 SWEETBRIAR LA,Building,Historic House,Historic Building,2270.18658,0.052117,19131, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Modern Club of Philadelphia,Sweetbriar Mansion
575,Marie Dendy Playground Building,Dendy Recreation Center,Dendy Recreation Center,1501-39 N 10TH ST,Building,Recreation Bldg,,2856.012025,0.065565,19122, , ,,12Nov2013,Vanessa Miller,PPR,,Marie Dendy  
576,Case Building,West Fairmount Park,West Fairmount Park,4400 S CONCOURSE DR,Building,Historic House,Historic Building,4133.407407,0.09489,19131,CASE Building (Golden Age), ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FP Staff,Case 
577,Carousel House Recreation Center Building,Carousel House,West Fairmount Park,1601 BELMONT AVE,Building,Recreation Bldg,,25726.796032,0.590608,19131, , ,,12Nov2013,Vanessa Miller,PPR,,
578,Cedar Grove,West Fairmount Park,West Fairmount Park,4001 LANSDOWNE DR,Building,Historic House,Historic Building,2551.12941,0.058566,19131, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Philadelphia Museum of Art,Cedar Grove
579,Shissler Recreation Center Building,Shissler Recreation Center,Shissler Recreation Center,1800-56 BLAIR ST,Building,Recreation Bldg,,13249.555067,0.304169,19125, , ,,12Nov2013,Vanessa Miller,PPR,,
580,Cliffs House Ruins,East Fairmount Park,East Fairmount Park,3400 RESERVOIR DR,Building,Historic House,Historic Structure,751.550635,0.017253,19121, , ,,12Nov2013,Vanessa Miller,PPR,,Cliffs House Ruins
581,Memorial Hall,Memorial Area,West Fairmount Park,4231 N CONCOURSE DR,Building,Museum,Historic Building,75313.544739,1.728968,19131, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Please Touch Museum,Memorial Hall
582,East Park Driving Range Garage Building,33rd & Oxford Driving Range,East Fairmount Park, ,Building,Garage\Maintenance\Storage Bldg,Golf Driving Range,889.496226,0.02042,19121, , ,,12Nov2013,Vanessa Miller,PPR,,Driving Range Garage 
583,Towey Recreation Center Building,Towey Playground,Towey Playground,1832-50 N HOWARD ST,Building,Recreation Bldg,,9159.539298,0.210275,19122, , ,,12Nov2013,Vanessa Miller,PPR,,
584,Tugboat House at Belmont Landing,West Fairmount Park,West Fairmount Park,1399 WEST RIVER DR,Building,Historic House,Historic Building,1314.576619,0.030179,19131,Tugboat House, ,,19Dec2012,Vanessa Miller,Lessee/Tenants,"Phila Rowing Program for the Disabled, Inc.",
585,East Park Driving Range Toilet Building,33rd & Oxford Driving Range,East Fairmount Park,3300 RESERVOIR DR,Building,Garage\Maintenance\Storage Bldg,Golf Driving Range,200.908863,0.004612,19121, , ,,12Nov2013,Vanessa Miller,PPR,,Driving Range Toilet 
586,Tustin Playground Building,Tustin Playground,Tustin Playground,5901-29 W COLUMBIA AVE,Building,Recreation Bldg,,3345.3943,0.0768,19151, , ,,12Nov2013,Vanessa Miller,PPR,,
587,East Park Driving Range Office Building,33rd & Oxford Driving Range,East Fairmount Park,3300 RESERVOIR DR,Building,Multi-Use Bldg,Golf Driving Range,1810.743147,0.041569,19121, , ,,12Nov2013,Vanessa Miller,PPR,,Driving Range Office 
588,Japanese House Tool Shed,Japanese Gardens,West Fairmount Park,4301 LANSDOWNE DR,Building,Shed,Historic Building,147.709465,0.003391,19131, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Friends of the Japanese House and Garden,
589,Japanese House and Garden,Japanese Gardens,West Fairmount Park,4301 LANSDOWNE DR,Building,Historic House,Historic Building,3693.683362,0.084796,19131, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Friends of the Japanese House and Garden,Shofuso
590,Japanese House Ticket Window,Japanese Gardens,West Fairmount Park,4301 LANSDOWNE DR,Building,Concessions\Retail\Cafe,Historic Building,230.756607,0.005297,19131, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Friends of the Japanese House and Garden,
591,Martin Luther King Recreation Center Building,Martin Luther King Recreation Center,Martin Luther King Recreation Center,2101-35 CECIL B MOORE AVE,Building,Recreation Bldg,,25629.955215,0.588385,19121, , ,,12Nov2013,Vanessa Miller,PPR,,King  
592,Parkside-Evans Recreation Center Building,Parkside-Evans Recreation Center,West Fairmount Park,5301 PARKSIDE AVE,Building,Recreation Bldg,,1912.813497,0.043912,19131, , ,,12Nov2013,Vanessa Miller,PPR,,
593,Smith Memorial Playground Building,Smith Memorial Playground,East Fairmount Park,3500 RESERVOIR DR,Building,Recreation Bldg,Historic Building,5692.777244,0.130689,19121, , ,,12Nov2013,Vanessa Miller,PPR,,Smith
594,Smith Memorial Playhouse Pool Building,Smith Memorial Playground,East Fairmount Park,3500 RESERVOIR DR,Building,Garage\Maintenance\Storage Bldg,,124.31059,0.002854,19121, , ,,12Nov2013,Vanessa Miller,PPR,,
595,Guard Box @ Sherwood and 66th,Cobbs Creek Park,Cobbs Creek Park,6601 SHERWOOD RD,Building,Multi-Use Bldg,Historic Building,124.702413,0.002863,19151, , ,,12Nov2013,Vanessa Miller,PPR,,
596,Amos Playground Building,Amos Playground,Amos Playground,1817-59 N 16TH ST,Building,Recreation Bldg,,7466.08855,0.171398,19121, , ,,12Nov2013,Vanessa Miller,PPR,,Amos
597,Horticultural Center former Restroom,Horticulture Center,West Fairmount Park,4200 HORTICULTURAL DR,Building,Restrooms,,434.942811,0.009985,19131, , ,,12Nov2013,Vanessa Miller,PPR,,
598,Horticultural Center former Restroom,Horticulture Center,West Fairmount Park,4200 HORTICULTURAL DR,Building,Restrooms,,449.569068,0.010321,19131, , ,,12Nov2013,Vanessa Miller,PPR,,
599,Mann Music Center Auxiliary Building,West Fairmount Park,West Fairmount Park,5201 PARKSIDE AVE,Building,Garage\Maintenance\Storage Bldg,,3359.385219,0.077121,19131, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Fredrick R. Mann Music Center, Inc.",
